"set_num","name","year","theme_id","num_parts","img_url","description"
"1735-1","Knights Kingdom: Rascus & Jayko Pen","2005","739","15","https://cdn.rebrickable.com/media/sets/1735-1.jpg",""
"1736-1","Wizard's Cart","1995","190","18","https://cdn.rebrickable.com/media/sets/1736-1.jpg","
Boxed version without a polybag.For the polybag version, see set 1746-1.For the version in a polybag inserted into a box with Kabaya sweets and sold in Japan, see set 2891-1.
"
"1737-1","Scorpion Detector","1996","131","198","https://cdn.rebrickable.com/media/sets/1737-1.jpg",""
"1739-1","Penguin","1997","505","8","https://cdn.rebrickable.com/media/sets/1739-1.jpg",""
"1740-1","Kayak","1994","67","16","https://cdn.rebrickable.com/media/sets/1740-1.jpg",""
"1741-1","Car","1994","67","36","https://cdn.rebrickable.com/media/sets/1741-1.jpg",""
"1742-1","Van","1994","67","81","https://cdn.rebrickable.com/media/sets/1742-1.jpg",""
"1743-1","Box of Standard Bricks, 5+","1995","467","400","https://cdn.rebrickable.com/media/sets/1743-1.jpg",""
"1744-1","Medium Bucket","1995","505","51","https://cdn.rebrickable.com/media/sets/1744-1.jpg",""
"1745-1","Box of Standard Bricks, 3+","1995","467","404","https://cdn.rebrickable.com/media/sets/1745-1.jpg",""
"1746-1","Wiz the Wizard","1995","190","18","https://cdn.rebrickable.com/media/sets/1746-1.jpg","
Polybag versionFor the boxed version, see set 1736-1.For the version in a polybag inserted into a box with Kabaya sweets and sold in Japan, see set 2891-1.
"
"1747-1","Treasure Surprise","1996","148","25","https://cdn.rebrickable.com/media/sets/1747-1.jpg","
For the polybag version, see set 1802-1.
"
"1749-1","Paravane","1996","308","16","https://cdn.rebrickable.com/media/sets/1749-1.jpg","
Boxed version of 1806-1
"
"1750-1","Renault Formula 1 Racer","1992","67","33","https://cdn.rebrickable.com/media/sets/1750-1.jpg","
Released to honor the 1992 Formula 1 season Constructors’ and Drivers’ Championships victories by Williams-Renault and Nigel Mansell.
"
"1751-1","Bucket","1996","505","27","https://cdn.rebrickable.com/media/sets/1751-1.jpg",""
"1752-1","Boat with Armour","1996","201","21","https://cdn.rebrickable.com/media/sets/1752-1.jpg","
Boxed version without a polybag.For the polybag version, see set 1804-1.For the version in a polybag inserted into a box with Kabaya sweets and sold in Japan, see set 2892-1.
"
"1754-1","Bionicle: The Quest Game","2006","741","0","https://cdn.rebrickable.com/media/sets/1754-1.jpg",""
"1756-1","{Basic Promotional Set}","1995","465","8","https://cdn.rebrickable.com/media/sets/1756-1.jpg",""
"1758-1","{Basic Promotional Set}","1995","465","7","https://cdn.rebrickable.com/media/sets/1758-1.jpg",""
"1759-1","Parrot","1995","505","7","https://cdn.rebrickable.com/media/sets/1759-1.jpg",""
"1760-1","Go-Cart","1995","67","21","https://cdn.rebrickable.com/media/sets/1760-1.jpg","
Boxed version of set 1762-1.
"
"1761-1","Paradisa Speedboat","1995","90","21","https://cdn.rebrickable.com/media/sets/1761-1.jpg",""
"1762-1","Go-Cart","1995","67","21","https://cdn.rebrickable.com/media/sets/1762-1.jpg","
Polybag version of set 1760-1.
"
"1764-1","Birthday Building Set","1995","505","100","https://cdn.rebrickable.com/media/sets/1764-1.jpg",""
"1766-1","Small Freestyle Bucket","1995","399","109","https://cdn.rebrickable.com/media/sets/1766-1.jpg",""
"1767-1","{Basic Promotional Set}","1995","465","6","https://cdn.rebrickable.com/media/sets/1767-1.jpg",""
"1768-1","{Basic Promotional Set}","1995","465","9","https://cdn.rebrickable.com/media/sets/1768-1.jpg",""
"1769-1","Aircraft","1992","729","23","https://cdn.rebrickable.com/media/sets/1769-1.jpg",""
"1772-1","Airport Container Truck","1992","67","80","https://cdn.rebrickable.com/media/sets/1772-1.jpg",""
"1773-1","Airline Maintenance Vehicle with Trailer","1992","729","109","https://cdn.rebrickable.com/media/sets/1773-1.jpg",""
"1774-1","Aircraft","1992","67","139","https://cdn.rebrickable.com/media/sets/1774-1.jpg",""
"1775-1","Jet","1994","67","165","https://cdn.rebrickable.com/media/sets/1775-1.jpg",""
"1776-1","Large Bulk Bucket","1996","467","950","https://cdn.rebrickable.com/media/sets/1776-1.jpg",""
"1777-1","Sabah Promotional Set: Plane","1996","465","10","https://cdn.rebrickable.com/media/sets/1777-1.jpg",""
"1778-1","Boat","1995","465","9","https://cdn.rebrickable.com/media/sets/1778-1.jpg","
Sold with Milky Way chocolate bars in Milky Way Magic Chest boxes (Волшебный сундучок) in Russia in 1995.Sold as Sabah promotional sets in 1997.
"
"1779-1","Helicopter","1995","465","10","https://cdn.rebrickable.com/media/sets/1779-1.jpg","
Sold with Milky Way chocolate bars in Milky Way Magic Chest boxes (Волшебный сундучок) in Russia in 1995.Sold as Sabah promotional sets in 1997.
"
"1781-1","Dino Babies","1997","658","90","https://cdn.rebrickable.com/media/sets/1781-1.jpg",""
"1782-1","Discovery Station","1997","86","328","https://cdn.rebrickable.com/media/sets/1782-1.jpg",""
"1784-1","Animals Bulk Box","1996","505","21","https://cdn.rebrickable.com/media/sets/1784-1.jpg",""
"1785-1","Introducing Crater Critters","1995","126","146","https://cdn.rebrickable.com/media/sets/1785-1.jpg",""
"1786-1","Jailbreak Joe","1995","67","190","https://cdn.rebrickable.com/media/sets/1786-1.jpg",""
"1787-1","Crater Cruiser","1995","145","183","https://cdn.rebrickable.com/media/sets/1787-1.jpg",""
"1788-1","Treasure Chest","1995","148","167","https://cdn.rebrickable.com/media/sets/1788-1.jpg","
Set was packaged in a cardboard box shaped like a pirate chest. Long thought to be exclusive to North America only, the set was also available from select retailers (Spelboom and Wigwam) in the Netherlands.
"
"1789-1","Star Hawk II","1995","145","293","https://cdn.rebrickable.com/media/sets/1789-1.jpg",""
"1790-1","Shark Fisherman","1994","67","20","https://cdn.rebrickable.com/media/sets/1790-1.jpg",""
"1791-1","Windsurfer & Van","1994","67","70","https://cdn.rebrickable.com/media/sets/1791-1.jpg",""
"1792-1","Pleasure Cruiser","1994","67","66","https://cdn.rebrickable.com/media/sets/1792-1.jpg",""
"1793-1","Space Station Zenon","1995","145","352","https://cdn.rebrickable.com/media/sets/1793-1.jpg",""
"1794-1","Dragon Master Chariot","1994","190","36","https://cdn.rebrickable.com/media/sets/1794-1.jpg",""
"1795-1","Imperial Cannon","1994","148","37","https://cdn.rebrickable.com/media/sets/1795-1.jpg",""
"1796-1","Freestyle Large Monster Bucket","1996","399","653","https://cdn.rebrickable.com/media/sets/1796-1.jpg",""
"1797-1","Bonus Bucket","1996","505","90","https://cdn.rebrickable.com/media/sets/1797-1.jpg",""
"1798-1","Building Table","1995","473","3","https://cdn.rebrickable.com/media/sets/1798-1.jpg",""
"1-8","Little House Set","1970","433","67","https://cdn.rebrickable.com/media/sets/1-8.jpg",""
"1800-1","Turtle","1998","505","6","https://cdn.rebrickable.com/media/sets/1800-1.jpg",""
"180-1","Train with 5 Wagons and Circle of Track","1972","235","221","https://cdn.rebrickable.com/media/sets/180-1.jpg",""
"1802-1","Tidy Treasure","1996","148","25","https://cdn.rebrickable.com/media/sets/1802-1.jpg","
For the boxed version, see set 1747-1.
"
"1802-2","Clikits Heart Pen","2004","739","0","https://cdn.rebrickable.com/media/sets/1802-2.jpg",""
"1804-1","Crossbow Boat","1996","201","21","https://cdn.rebrickable.com/media/sets/1804-1.jpg","
Polybag versionFor the boxed version, see set 1752-1.For the version in a polybag inserted into a box with Kabaya sweets and sold in Japan, see set 2892-1.
"
"1805-1","Small Bucket","1995","505","32","https://cdn.rebrickable.com/media/sets/1805-1.jpg",""
"1806-1","Underwater Scooter","1996","308","16","https://cdn.rebrickable.com/media/sets/1806-1.jpg","
Polybag version of set 1749-1
"
"1807-1","Santa Claus and Sleigh","1995","227","17","https://cdn.rebrickable.com/media/sets/1807-1.jpg",""
"1808-1","Light Aircraft and Ground Support","1996","67","127","https://cdn.rebrickable.com/media/sets/1808-1.jpg",""
"1809-1","Condor Promotional Airplane","1996","729","29","https://cdn.rebrickable.com/media/sets/1809-1.jpg",""
"18-1","Tree and Signs","1985","443","7","https://cdn.rebrickable.com/media/sets/18-1.jpg","
This set is similar to 10-1, but has two lots of different signs.
"
"181-1","Complete Train Set with Motor, Signals and Switch","1972","235","145","https://cdn.rebrickable.com/media/sets/181-1.jpg",""
"1811-1","Safari","1995","632","27","https://cdn.rebrickable.com/media/sets/1811-1.jpg",""
"1814-1","Starter Set","1995","664","23","https://cdn.rebrickable.com/media/sets/1814-1.jpg",""
"1815-1","Paradisa Lifeguard","1996","90","38","https://cdn.rebrickable.com/media/sets/1815-1.jpg",""
"1817-1","Sea Plane with Hut and Boat","1996","67","135","https://cdn.rebrickable.com/media/sets/1817-1.jpg",""
"1818-1","Aircraft and Ground Support Equipment and Vehicle","1996","67","204","https://cdn.rebrickable.com/media/sets/1818-1.jpg",""
"1819-1","Large Bucket","1995","467","950","https://cdn.rebrickable.com/media/sets/1819-1.jpg",""
"182-1","Train Set with Signal","1975","235","373","https://cdn.rebrickable.com/media/sets/182-1.jpg",""
"1821-1","Rally Racers","1996","67","196","https://cdn.rebrickable.com/media/sets/1821-1.jpg",""
"1822-1","Sea Claw 7","1995","308","189","https://cdn.rebrickable.com/media/sets/1822-1.jpg","
Also known as “Neptune III”
"
"1823-1","Yacht","1995","465","10","https://cdn.rebrickable.com/media/sets/1823-1.jpg","
Sold with Milky Way chocolate bars in Milky Way Magic Chest boxes (Волшебный сундучок) in Russia in 1995.Sold as Sabah promotional sets in 1997.
"
"1824-1","Flying Duck","1997","465","17","https://cdn.rebrickable.com/media/sets/1824-1.jpg",""
"18247-1","Vampire Costume","2017","737","0","https://cdn.rebrickable.com/media/sets/18247-1.jpg",""
"1825-1","Racing Car","1997","465","19","https://cdn.rebrickable.com/media/sets/1825-1.jpg",""
"1826-1","Bird? Boat? Plane?","1997","465","21","https://cdn.rebrickable.com/media/sets/1826-1.jpg",""
"1827-1","Helicopter","1997","465","20","https://cdn.rebrickable.com/media/sets/1827-1.jpg","
Available as a promotional release from Mars in Holland.The set was later released in 1999 as an Easter egg promotion in the United Kingdom.
"
"1828-1","{Basic Promotional Set}","1995","465","7","https://cdn.rebrickable.com/media/sets/1828-1.jpg",""
"183-1","Complete Train Set with Motor and Signal","1976","235","187","https://cdn.rebrickable.com/media/sets/183-1.jpg",""
"1831-1","Maersk Line Container Lorry","1995","67","205","https://cdn.rebrickable.com/media/sets/1831-1.jpg",""
"1831-2","Maersk Sealand Container Lorry","1995","67","207","https://cdn.rebrickable.com/media/sets/1831-2.jpg",""
"1836-1","Freestyle Cat","1995","399","9","https://cdn.rebrickable.com/media/sets/1836-1.jpg",""
"1837-1","Freestyle Duck","1995","399","11","https://cdn.rebrickable.com/media/sets/1837-1.jpg",""
"1838-1","Freestyle Bird","1995","399","18","https://cdn.rebrickable.com/media/sets/1838-1.jpg",""
"1839-1","Freestyle Fish","1995","399","21","https://cdn.rebrickable.com/media/sets/1839-1.jpg",""
"1840-1","Freestyle Set","1995","399","24","https://cdn.rebrickable.com/media/sets/1840-1.jpg",""
"1841-1","Plane","1999","470","15","https://cdn.rebrickable.com/media/sets/1841-1.jpg",""
"1843-1","Space/Castle Value Pack","1996","126","0","https://cdn.rebrickable.com/media/sets/1843-1.jpg",""
"1843-2","Spyrius Fold-Wing Spacecraft","1996","142","59","https://cdn.rebrickable.com/media/sets/1843-2.jpg",""
"1843-3","Royal Knight's Catapult","1996","201","46","https://cdn.rebrickable.com/media/sets/1843-3.jpg",""
"1845-1","20th Anniversary Jackpot Bucket","1993","467","719","https://cdn.rebrickable.com/media/sets/1845-1.jpg","
Honors 20 years of direct LEGO control over operations in the United States
"
"1846-1","Freestyle Set","1996","399","25","https://cdn.rebrickable.com/media/sets/1846-1.jpg",""
"18461-1","Construction Worker Costume","2017","737","0","https://cdn.rebrickable.com/media/sets/18461-1.jpg",""
"18464-1","Fire Fighter Costume","2017","737","0","https://cdn.rebrickable.com/media/sets/18464-1.jpg",""
"1847-1","Freestyle Set","1996","399","33","https://cdn.rebrickable.com/media/sets/1847-1.jpg",""
"1850-1","Freestyle Set","1995","399","27","https://cdn.rebrickable.com/media/sets/1850-1.jpg",""
"1852-1","Crocodile Bucket","1995","505","44","https://cdn.rebrickable.com/media/sets/1852-1.jpg",""
"1853-1","Navigator","1996","464","158","https://cdn.rebrickable.com/media/sets/1853-1.jpg","
Available in North America only.Packaged with a purple storage tub.For the version sold elsewhere in the world which did not include the storage, see set 6492-1.
"
"1854-1","House with Roof-Windows","1996","67","153","https://cdn.rebrickable.com/media/sets/1854-1.jpg","
Sold as a promotional set in conjunction with skylight and roof window manufacturer Velux. While this set is only known to have been sold in retail stores in Denmark, the set was available for global shipment via Velux's website.
"
"1856-1","Water Park Tub","1996","505","71","https://cdn.rebrickable.com/media/sets/1856-1.jpg",""
"1857-1","Basic Bricks","1996","467","950","https://cdn.rebrickable.com/media/sets/1857-1.jpg",""
"1858-1","Droid Scout","1996","131","23","https://cdn.rebrickable.com/media/sets/1858-1.jpg",""
"1859-1","Aeroplane","1995","465","10","https://cdn.rebrickable.com/media/sets/1859-1.jpg","
Sold with Milky Way chocolate bars in Milky Way Magic Chest boxes (Волшебный сундучок) in Russia in 1995.Sold as Sabah promotional sets in 1997.
"
"1860-1","Freestyle Set","1995","399","32","https://cdn.rebrickable.com/media/sets/1860-1.jpg",""
"1861-1","Box of Bricks","1996","505","49","https://cdn.rebrickable.com/media/sets/1861-1.jpg",""
"18629-1","Iconic Black Hands","2017","737","0","https://cdn.rebrickable.com/media/sets/18629-1.jpg",""
"1863-1","Freestyle Trial Set","1995","399","11","https://cdn.rebrickable.com/media/sets/1863-1.jpg",""
"18636-1","Bionicle Trading Card Booster Pack","2001","501","0","https://cdn.rebrickable.com/media/sets/18636-1.jpg",""
"1865-1","Airliner","1994","729","29","https://cdn.rebrickable.com/media/sets/1865-1.jpg",""
"1867-1","Medium Bulk Bucket","1997","467","400","https://cdn.rebrickable.com/media/sets/1867-1.jpg",""
"1868-1","Freestyle Box","1996","399","220","https://cdn.rebrickable.com/media/sets/1868-1.jpg",""
"1869-1","South African Flag","1996","465","81","https://cdn.rebrickable.com/media/sets/1869-1.jpg","
Exclusive release in South Africa.
"
"1870-1","Freestyle Set","1995","399","43","https://cdn.rebrickable.com/media/sets/1870-1.jpg",""
"1871-1","Pirates Cannon","1994","148","17","https://cdn.rebrickable.com/media/sets/1871-1.jpg",""
"1872-1","Imperial Guard Camp","1994","148","28","https://cdn.rebrickable.com/media/sets/1872-1.jpg",""
"1873-1","Pirate Treasure","1994","148","49","https://cdn.rebrickable.com/media/sets/1873-1.jpg",""
"1874-1","Polly Pick-Up","1993","467","141","https://cdn.rebrickable.com/media/sets/1874-1.jpg",""
"1875-1","Meteor Monitor","1990","128","32","https://cdn.rebrickable.com/media/sets/1875-1.jpg",""
"1876-1","Soil Scooper","1990","67","73","https://cdn.rebrickable.com/media/sets/1876-1.jpg",""
"1877-1","Crusader's Cart","1990","194","60","https://cdn.rebrickable.com/media/sets/1877-1.jpg",""
"1878-1","Small Bucket","1991","467","405","https://cdn.rebrickable.com/media/sets/1878-1.jpg",""
"1879-1","Large Bucket","1992","467","441","https://cdn.rebrickable.com/media/sets/1879-1.jpg",""
"1880-1","XL Bucket","1992","467","576","https://cdn.rebrickable.com/media/sets/1880-1.jpg",""
"1881-1","Small Bucket","1991","467","288","https://cdn.rebrickable.com/media/sets/1881-1.jpg",""
"1882-1","Large Bucket","1991","467","455","https://cdn.rebrickable.com/media/sets/1882-1.jpg",""
"1883-1","Rabbit Rattle","1990","663","1","https://cdn.rebrickable.com/media/sets/1883-1.jpg",""
"1884-1","Small Bucket","1992","467","193","https://cdn.rebrickable.com/media/sets/1884-1.jpg",""
"1885-1","XL Bucket","1992","467","465","https://cdn.rebrickable.com/media/sets/1885-1.jpg",""
"1886411565-1","Jin Sato's LEGO Mindstorms: The Master's Technique","2002","497","0","https://cdn.rebrickable.com/media/sets/1886411565-1.jpg","
Written by Jin SatoPublished by No Starch Press361 pages
"
"1887-1","Scout Patrol Ship","1992","129","30","https://cdn.rebrickable.com/media/sets/1887-1.jpg",""
"1888-1","Black Knights Guardshack","1992","188","49","https://cdn.rebrickable.com/media/sets/1888-1.jpg",""
"1889-1","Pirate's Treasure Hold","1992","148","38","https://cdn.rebrickable.com/media/sets/1889-1.jpg",""
